ICD10,relationship,ICD9
F20.89,<ICD9>,295.02
F20.89,<ICD9>,295.03
F20.89,<ICD9>,295.04
F20.89,<ICD9>,295.05
F20.1,<ICD9>,295.11
F20.1,<ICD9>,295.12
F20.1,<ICD9>,295.13
F20.1,<ICD9>,295.14
F20.1,<ICD9>,295.15
F20.2,<ICD9>,295.21
F20.2,<ICD9>,295.22
F20.2,<ICD9>,295.23
F20.2,<ICD9>,295.24
F20.2,<ICD9>,295.25
F20.0,<ICD9>,295.31
F20.0,<ICD9>,295.32
F20.0,<ICD9>,295.33
F20.0,<ICD9>,295.34
F20.0,<ICD9>,295.35
F20.81,<ICD9>,295.41
F20.81,<ICD9>,295.42
F20.81,<ICD9>,295.43
F20.81,<ICD9>,295.44
F20.81,<ICD9>,295.45
F20.89,<ICD9>,295.50
F20.89,<ICD9>,295.51
F20.89,<ICD9>,295.52
F20.89,<ICD9>,295.53
F20.89,<ICD9>,295.54
F20.89,<ICD9>,295.55
F20.5,<ICD9>,295.61
F20.5,<ICD9>,295.62
F20.5,<ICD9>,295.63
F20.5,<ICD9>,295.64
F20.5,<ICD9>,295.65
F25.9,<ICD9>,295.71
F25.9,<ICD9>,295.72
F25.9,<ICD9>,295.73
F25.9,<ICD9>,295.74
F25.9,<ICD9>,295.75
F20.89,<ICD9>,295.81
F20.89,<ICD9>,295.82
F20.89,<ICD9>,295.83
F20.89,<ICD9>,295.84
F20.89,<ICD9>,295.85
F20.9,<ICD9>,295.91
F20.9,<ICD9>,295.92
F20.9,<ICD9>,295.93
F20.9,<ICD9>,295.94
F20.9,<ICD9>,295.95
F30.10,<ICD9>,296.10
F30.11,<ICD9>,296.11
F30.12,<ICD9>,296.12
F30.13,<ICD9>,296.13
F30.2,<ICD9>,296.14
F30.3,<ICD9>,296.15
F30.4,<ICD9>,296.16
F22,<ICD9>,297.8
F23,<ICD9>,297.9
F28,<ICD9>,298.1
F84.3,<ICD9>,299.11
F84.9,<ICD9>,299.91
F44.9,<ICD9>,300.10
F60.89,<ICD9>,301.11
F60.1,<ICD9>,301.21
F66,<ICD9>,302.0
F64.1,<ICD9>,302.51
F64.1,<ICD9>,302.52
F64.1,<ICD9>,302.53
F19.20,<ICD9>,304.70
F19.20,<ICD9>,304.71
F19.20,<ICD9>,304.72
F19.21,<ICD9>,304.73
F19.20,<ICD9>,304.80
F19.20,<ICD9>,304.81
F19.20,<ICD9>,304.82
F19.21,<ICD9>,304.83
F19.20,<ICD9>,304.90
F19.20,<ICD9>,304.91
F19.20,<ICD9>,304.92
F19.21,<ICD9>,304.93
F45.8,<ICD9>,306.6
F51.19,<ICD9>,307.43
F51.8,<ICD9>,307.45
F51.8,<ICD9>,307.48
F43.0,<ICD9>,308.0
F43.0,<ICD9>,308.1
F43.0,<ICD9>,308.2
F43.0,<ICD9>,308.3
F43.0,<ICD9>,308.4
F94.8,<ICD9>,309.22
F94.8,<ICD9>,309.23
F43.8,<ICD9>,309.82
F43.8,<ICD9>,309.83
F91.1,<ICD9>,312.01
F91.1,<ICD9>,312.02
F91.1,<ICD9>,312.03
F91.8,<ICD9>,312.11
F91.8,<ICD9>,312.12
F91.8,<ICD9>,312.13
F91.2,<ICD9>,312.21
F91.2,<ICD9>,312.22
F91.2,<ICD9>,312.23
F91.8,<ICD9>,312.4
F93.8,<ICD9>,313.1
F93.8,<ICD9>,313.21
F93.8,<ICD9>,313.22
F93.8,<ICD9>,313.83
F90.8,<ICD9>,314.1
F90.8,<ICD9>,314.8
F82,<ICD9>,315.5
G00.8,<ICD9>,320.81
G02,<ICD9>,321.3
G02,<ICD9>,321.4
G05.3,<ICD9>,323.01
G05.4,<ICD9>,323.02
G05.3,<ICD9>,323.1
G05.3,<ICD9>,323.2
G05.4,<ICD9>,323.63
G93.89,<ICD9>,330.2
G93.9,<ICD9>,330.3
G12.8,<ICD9>,335.23
G12.8,<ICD9>,335.8
G37.3,<ICD9>,341.22
G43.811,<ICD9>,346.23
H33.8,<ICD9>,361.06
H33.20,<ICD9>,361.9
E11.329,<ICD9>,362.03
H31.29,<ICD9>,363.51
H31.29,<ICD9>,363.52
H40.40X0,<ICD9>,364.22
H40.89,<ICD9>,365.41
H40.89,<ICD9>,365.42
H40.89,<ICD9>,365.43
H40.89,<ICD9>,365.51
H40.89,<ICD9>,365.63
H25.89,<ICD9>,366.11
H25.89,<ICD9>,366.17
H28,<ICD9>,366.42
H28,<ICD9>,366.43
H52.6,<ICD9>,367.81
H54.10,<ICD9>,369.02
H54.10,<ICD9>,369.03
H54.10,<ICD9>,369.04
H54.10,<ICD9>,369.05
H54.10,<ICD9>,369.06
H54.10,<ICD9>,369.07
H54.10,<ICD9>,369.08
H54.10,<ICD9>,369.11
H54.10,<ICD9>,369.12
H54.10,<ICD9>,369.13
H54.10,<ICD9>,369.14
H54.10,<ICD9>,369.15
H54.10,<ICD9>,369.16
H54.10,<ICD9>,369.17
H54.10,<ICD9>,369.18
H54.10,<ICD9>,369.21
H54.10,<ICD9>,369.22
H54.10,<ICD9>,369.23
H54.10,<ICD9>,369.24
H54.41,<ICD9>,369.61
H54.41,<ICD9>,369.62
H54.41,<ICD9>,369.64
H54.41,<ICD9>,369.65
H54.41,<ICD9>,369.67
H54.41,<ICD9>,369.68
H54.40,<ICD9>,369.72
H54.40,<ICD9>,369.73
H54.50,<ICD9>,369.74
H54.50,<ICD9>,369.75
H54.50,<ICD9>,369.76
A18.59,<ICD9>,371.05
H18.59,<ICD9>,371.56
H18.59,<ICD9>,371.58
H10.89,<ICD9>,372.31
H10.89,<ICD9>,372.33
H01.8,<ICD9>,373.4
H01.8,<ICD9>,373.5
H01.8,<ICD9>,373.6
H05.89,<ICD9>,376.13
H05.89,<ICD9>,376.21
H05.89,<ICD9>,376.22
H05.89,<ICD9>,376.41
H05.89,<ICD9>,376.44
H50.21,<ICD9>,378.32
H50.89,<ICD9>,378.72
H55.09,<ICD9>,379.54
H55.89,<ICD9>,379.58
H57.8,<ICD9>,379.92
H57.8,<ICD9>,379.93
H57.8,<ICD9>,379.99
H60.399,<ICD9>,380.16
H74.8X9,<ICD9>,385.82
H74.8X9,<ICD9>,385.83
H93.299,<ICD9>,388.43
H93.299,<ICD9>,388.45
H92.09,<ICD9>,388.71
H92.09,<ICD9>,388.72
I21.09,<ICD9>,410.00
I21.09,<ICD9>,410.02
I21.09,<ICD9>,410.10
I21.09,<ICD9>,410.12
I21.19,<ICD9>,410.20
I21.19,<ICD9>,410.22
I21.11,<ICD9>,410.30
I21.11,<ICD9>,410.32
I21.19,<ICD9>,410.40
I21.19,<ICD9>,410.42
I21.29,<ICD9>,410.50
I21.29,<ICD9>,410.52
I21.29,<ICD9>,410.60
I21.29,<ICD9>,410.62
I21.4,<ICD9>,410.70
I21.4,<ICD9>,410.72
I21.29,<ICD9>,410.80
I21.29,<ICD9>,410.82
I21.3,<ICD9>,410.90
I21.3,<ICD9>,410.92
I20.8,<ICD9>,413.0
I25.10,<ICD9>,414.00
I26.90,<ICD9>,415.11
I43,<ICD9>,425.7
I65.8,<ICD9>,433.30
I69.998,<ICD9>,438.85
I72.8,<ICD9>,442.84
I80.8,<ICD9>,451.82
I80.8,<ICD9>,451.83
I80.8,<ICD9>,451.84
I82.91,<ICD9>,453.9
J39.2,<ICD9>,478.20
J38.7,<ICD9>,478.70
J15.4,<ICD9>,482.30
K02.9,<ICD9>,521.09
K03.0,<ICD9>,521.11
K03.0,<ICD9>,521.12
K03.0,<ICD9>,521.13
K03.0,<ICD9>,521.14
K03.0,<ICD9>,521.15
K03.1,<ICD9>,521.21
K03.1,<ICD9>,521.22
K03.1,<ICD9>,521.23
K03.1,<ICD9>,521.24
K03.1,<ICD9>,521.25
K03.2,<ICD9>,521.31
K03.2,<ICD9>,521.32
K03.2,<ICD9>,521.33
K03.2,<ICD9>,521.34
K03.2,<ICD9>,521.35
K03.3,<ICD9>,521.49
K06.0,<ICD9>,523.21
K06.0,<ICD9>,523.22
K06.0,<ICD9>,523.23
K06.0,<ICD9>,523.24
K06.0,<ICD9>,523.25
M26.69,<ICD9>,524.64
M26.79,<ICD9>,524.75
M26.79,<ICD9>,524.76
K25.0,<ICD9>,531.01
K25.1,<ICD9>,531.11
K25.2,<ICD9>,531.21
K25.3,<ICD9>,531.31
K25.4,<ICD9>,531.41
K25.5,<ICD9>,531.51
K25.6,<ICD9>,531.61
K25.7,<ICD9>,531.71
K25.9,<ICD9>,531.91
K26.0,<ICD9>,532.01
K26.1,<ICD9>,532.11
K26.2,<ICD9>,532.21
K26.3,<ICD9>,532.31
K26.4,<ICD9>,532.41
K26.5,<ICD9>,532.51
K26.6,<ICD9>,532.61
K26.7,<ICD9>,532.71
K26.9,<ICD9>,532.91
K27.0,<ICD9>,533.01
K27.1,<ICD9>,533.11
K27.2,<ICD9>,533.21
K27.3,<ICD9>,533.31
K27.4,<ICD9>,533.41
K27.5,<ICD9>,533.51
K27.6,<ICD9>,533.61
K27.7,<ICD9>,533.71
K27.9,<ICD9>,533.91
K28.0,<ICD9>,534.01
K28.1,<ICD9>,534.11
K28.2,<ICD9>,534.21
K28.3,<ICD9>,534.31
K28.4,<ICD9>,534.41
K28.5,<ICD9>,534.51
K28.6,<ICD9>,534.61
K28.7,<ICD9>,534.71
K28.9,<ICD9>,534.91
K51.80,<ICD9>,556.0
K51.80,<ICD9>,556.1
K65.8,<ICD9>,567.1
K77,<ICD9>,573.2
N08,<ICD9>,580.81
N08,<ICD9>,582.81
N36.8,<ICD9>,599.83
N40.0,<ICD9>,600.20
N40.1,<ICD9>,600.21
N40.0,<ICD9>,600.90
N40.1,<ICD9>,600.91
N51,<ICD9>,604.91
N64.89,<ICD9>,611.83
N81.89,<ICD9>,618.09
N81.2,<ICD9>,618.1
N90.89,<ICD9>,624.4
N90.89,<ICD9>,624.5
N95.8,<ICD9>,627.4
O00.0,<ICD9>,633.01
O00.1,<ICD9>,633.11
O00.2,<ICD9>,633.21
O00.8,<ICD9>,633.81
O00.9,<ICD9>,633.91
O04.5,<ICD9>,635.00
O04.5,<ICD9>,635.01
O04.6,<ICD9>,635.10
O04.6,<ICD9>,635.11
O04.84,<ICD9>,635.20
O04.84,<ICD9>,635.21
O04.82,<ICD9>,635.30
O04.82,<ICD9>,635.31
O04.83,<ICD9>,635.40
O04.83,<ICD9>,635.41
O04.81,<ICD9>,635.50
O04.81,<ICD9>,635.51
O04.7,<ICD9>,635.60
O04.7,<ICD9>,635.61
O04.85,<ICD9>,635.70
O04.85,<ICD9>,635.71
O04.80,<ICD9>,635.80
O04.80,<ICD9>,635.81
Z33.2,<ICD9>,635.91
Z33.2,<ICD9>,635.92
O04.5,<ICD9>,636.00
O04.5,<ICD9>,636.01
O04.5,<ICD9>,636.02
O04.6,<ICD9>,636.10
O04.6,<ICD9>,636.11
O04.6,<ICD9>,636.12
O04.84,<ICD9>,636.20
O04.84,<ICD9>,636.21
O04.84,<ICD9>,636.22
O04.82,<ICD9>,636.30
O04.82,<ICD9>,636.31
O04.82,<ICD9>,636.32
O04.83,<ICD9>,636.40
O04.83,<ICD9>,636.41
O04.83,<ICD9>,636.42
O04.81,<ICD9>,636.50
O04.81,<ICD9>,636.51
O04.81,<ICD9>,636.52
O04.7,<ICD9>,636.60
O04.7,<ICD9>,636.61
O04.7,<ICD9>,636.62
O04.89,<ICD9>,636.70
O04.89,<ICD9>,636.71
O04.89,<ICD9>,636.72
O04.80,<ICD9>,636.80
O04.80,<ICD9>,636.81
O04.80,<ICD9>,636.82
Z33.2,<ICD9>,636.90
Z33.2,<ICD9>,636.91
Z33.2,<ICD9>,636.92
O04.5,<ICD9>,637.00
O04.5,<ICD9>,637.01
O04.5,<ICD9>,637.02
O04.6,<ICD9>,637.10
O04.6,<ICD9>,637.11
O04.6,<ICD9>,637.12
O04.84,<ICD9>,637.20
O04.84,<ICD9>,637.21
O04.84,<ICD9>,637.22
O04.82,<ICD9>,637.30
O04.82,<ICD9>,637.31
O04.82,<ICD9>,637.32
O04.83,<ICD9>,637.40
O04.83,<ICD9>,637.41
O04.83,<ICD9>,637.42
O04.81,<ICD9>,637.50
O04.81,<ICD9>,637.51
O04.81,<ICD9>,637.52
O04.7,<ICD9>,637.60
O04.7,<ICD9>,637.61
O04.7,<ICD9>,637.62
O04.89,<ICD9>,637.70
O04.89,<ICD9>,637.71
O04.89,<ICD9>,637.72
O04.80,<ICD9>,637.80
O04.80,<ICD9>,637.81
O04.80,<ICD9>,637.82
Z33.2,<ICD9>,637.90
Z33.2,<ICD9>,637.91
Z33.2,<ICD9>,637.92
O20.0,<ICD9>,640.00
O20.0,<ICD9>,640.01
O20.8,<ICD9>,640.80
O20.8,<ICD9>,640.81
O20.9,<ICD9>,640.90
O20.9,<ICD9>,640.91
O10.03,<ICD9>,642.02
O10.43,<ICD9>,642.12
O10.13,<ICD9>,642.22
O15.2,<ICD9>,642.62
O16.9,<ICD9>,642.92
O21.0,<ICD9>,643.00
O21.0,<ICD9>,643.01
O21.1,<ICD9>,643.10
O21.1,<ICD9>,643.11
O21.2,<ICD9>,643.20
O21.2,<ICD9>,643.21
O21.8,<ICD9>,643.80
O21.8,<ICD9>,643.81
O21.9,<ICD9>,643.90
O21.9,<ICD9>,643.91
O48.0,<ICD9>,645.10
O48.1,<ICD9>,645.20
O48.1,<ICD9>,645.21
O90.89,<ICD9>,646.24
O23.40,<ICD9>,646.50
O23.41,<ICD9>,646.51
O23.91,<ICD9>,646.52
O23.41,<ICD9>,646.53
O90.89,<ICD9>,646.54
O99.89,<ICD9>,646.91
O98.611,<ICD9>,647.43
O98.519,<ICD9>,647.50
O98.511,<ICD9>,647.51
O98.53,<ICD9>,647.52
O98.511,<ICD9>,647.53
O98.53,<ICD9>,647.54
O99.280,<ICD9>,648.10
O99.281,<ICD9>,648.11
O99.281,<ICD9>,648.13
O99.419,<ICD9>,648.50
O99.411,<ICD9>,648.51
O99.43,<ICD9>,648.52
O99.411,<ICD9>,648.53
O99.43,<ICD9>,648.54
O99.419,<ICD9>,648.60
O99.411,<ICD9>,648.61
O99.43,<ICD9>,648.62
O99.411,<ICD9>,648.63
O99.43,<ICD9>,648.64
O33.0,<ICD9>,648.70
O33.0,<ICD9>,648.73
O33.0,<ICD9>,648.74
O99.810,<ICD9>,648.80
O99.285,<ICD9>,648.92
O99.13,<ICD9>,649.32
O99.350,<ICD9>,649.40
O99.351,<ICD9>,649.41
O99.355,<ICD9>,649.42
O99.351,<ICD9>,649.43
O99.355,<ICD9>,649.44
O31.10X0,<ICD9>,651.40
O31.11X0,<ICD9>,651.41
O31.11X0,<ICD9>,651.43
O31.10X0,<ICD9>,651.50
O31.11X0,<ICD9>,651.51
O31.11X0,<ICD9>,651.53
O32.0XX0,<ICD9>,652.00
O32.1XX0,<ICD9>,652.10
O32.1XX0,<ICD9>,652.13
O32.1XX0,<ICD9>,652.20
O32.2XX0,<ICD9>,652.30
O32.3XX0,<ICD9>,652.40
O32.4XX0,<ICD9>,652.50
O32.9XX0,<ICD9>,652.60
O32.9XX0,<ICD9>,652.63
O32.8XX0,<ICD9>,652.70
O32.8XX0,<ICD9>,652.71
O32.8XX0,<ICD9>,652.73
O32.8XX0,<ICD9>,652.80
O32.9XX0,<ICD9>,652.90
O33.0,<ICD9>,653.00
O33.0,<ICD9>,653.03
O33.1,<ICD9>,653.10
O33.2,<ICD9>,653.20
O33.3XX0,<ICD9>,653.30
O33.4XX0,<ICD9>,653.40
O33.5XX0,<ICD9>,653.50
O33.6XX0,<ICD9>,653.60
O33.7,<ICD9>,653.70
O33.8,<ICD9>,653.80
O33.9,<ICD9>,653.90
O34.21,<ICD9>,654.20
O35.0XX0,<ICD9>,655.00
O35.1XX0,<ICD9>,655.10
O35.2XX0,<ICD9>,655.20
O35.3XX0,<ICD9>,655.30
O35.4XX0,<ICD9>,655.40
O35.5XX0,<ICD9>,655.50
O35.6XX0,<ICD9>,655.60
O36.8190,<ICD9>,655.70
O35.8XX0,<ICD9>,655.80
O35.9XX0,<ICD9>,655.90
O68,<ICD9>,656.30
O68,<ICD9>,656.33
O36.4XX0,<ICD9>,656.40
O75.5,<ICD9>,658.30
O75.5,<ICD9>,658.33
O61.1,<ICD9>,659.00
O61.1,<ICD9>,659.03
O61.0,<ICD9>,659.10
O61.0,<ICD9>,659.13
O75.2,<ICD9>,659.20
O75.2,<ICD9>,659.23
O75.3,<ICD9>,659.30
O75.3,<ICD9>,659.33
O09.40,<ICD9>,659.40
O76,<ICD9>,659.70
O76,<ICD9>,659.73
O75.89,<ICD9>,659.80
O75.89,<ICD9>,659.83
O75.9,<ICD9>,659.90
O75.9,<ICD9>,659.93
O64.9XX0,<ICD9>,660.00
O64.9XX0,<ICD9>,660.03
O65.4,<ICD9>,660.10
O65.4,<ICD9>,660.13
O65.9,<ICD9>,660.20
O65.9,<ICD9>,660.23
O64.0XX0,<ICD9>,660.30
O64.0XX0,<ICD9>,660.33
O66.0,<ICD9>,660.40
O66.0,<ICD9>,660.43
O66.1,<ICD9>,660.50
O66.1,<ICD9>,660.53
O66.40,<ICD9>,660.60
O66.40,<ICD9>,660.63
O66.5,<ICD9>,660.70
O66.5,<ICD9>,660.73
O66.8,<ICD9>,660.80
O66.8,<ICD9>,660.83
O66.9,<ICD9>,660.90
O66.9,<ICD9>,660.93
O62.0,<ICD9>,661.00
O62.0,<ICD9>,661.03
O62.1,<ICD9>,661.10
O62.1,<ICD9>,661.13
O62.2,<ICD9>,661.20
O62.2,<ICD9>,661.23
O62.3,<ICD9>,661.30
O62.3,<ICD9>,661.33
O62.4,<ICD9>,661.40
O62.4,<ICD9>,661.43
O62.9,<ICD9>,661.90
O62.9,<ICD9>,661.93
O63.0,<ICD9>,662.00
O63.0,<ICD9>,662.03
O63.9,<ICD9>,662.10
O63.9,<ICD9>,662.13
O63.1,<ICD9>,662.20
O63.1,<ICD9>,662.23
O63.2,<ICD9>,662.30
O63.2,<ICD9>,662.33
O69.0XX0,<ICD9>,663.00
O69.0XX0,<ICD9>,663.03
O69.1XX0,<ICD9>,663.10
O69.1XX0,<ICD9>,663.13
O69.2XX0,<ICD9>,663.20
O69.2XX0,<ICD9>,663.23
O69.81X0,<ICD9>,663.30
O69.81X0,<ICD9>,663.33
O69.3XX0,<ICD9>,663.40
O69.3XX0,<ICD9>,663.43
O69.4XX0,<ICD9>,663.50
O69.4XX0,<ICD9>,663.53
O69.5XX0,<ICD9>,663.60
O69.5XX0,<ICD9>,663.63
O69.89X0,<ICD9>,663.83
O69.9XX0,<ICD9>,663.90
O69.9XX0,<ICD9>,663.93
O70.0,<ICD9>,664.00
O70.1,<ICD9>,664.10
O70.2,<ICD9>,664.20
O70.3,<ICD9>,664.30
O70.9,<ICD9>,664.40
O71.7,<ICD9>,664.50
O70.4,<ICD9>,664.60
O71.82,<ICD9>,664.80
O71.9,<ICD9>,664.90
O71.9,<ICD9>,664.91
O71.9,<ICD9>,664.94
O71.1,<ICD9>,665.10
O71.2,<ICD9>,665.20
O71.3,<ICD9>,665.30
O71.4,<ICD9>,665.40
O71.5,<ICD9>,665.50
O71.6,<ICD9>,665.60
O71.7,<ICD9>,665.70
O71.89,<ICD9>,665.80
O71.89,<ICD9>,665.83
O71.9,<ICD9>,665.90
O71.9,<ICD9>,665.93
O72.0,<ICD9>,666.00
O72.1,<ICD9>,666.10
O72.2,<ICD9>,666.20
O72.3,<ICD9>,666.30
O74.1,<ICD9>,668.00
O74.1,<ICD9>,668.03
O74.2,<ICD9>,668.10
O74.2,<ICD9>,668.13
O74.3,<ICD9>,668.20
O74.3,<ICD9>,668.23
O74.8,<ICD9>,668.80
O74.8,<ICD9>,668.83
O74.9,<ICD9>,668.90
O74.9,<ICD9>,668.93
O75.0,<ICD9>,669.00
O75.0,<ICD9>,669.03
O75.1,<ICD9>,669.10
O75.1,<ICD9>,669.13
O90.4,<ICD9>,669.30
O75.4,<ICD9>,669.40
O75.4,<ICD9>,669.43
O66.5,<ICD9>,669.50
O64.1XX0,<ICD9>,669.60
O64.1XX0,<ICD9>,669.61
O82,<ICD9>,669.70
O75.81,<ICD9>,669.80
O75.81,<ICD9>,669.83
O75.9,<ICD9>,669.90
O75.9,<ICD9>,669.93
O86.89,<ICD9>,670.00
O86.89,<ICD9>,670.02
O86.89,<ICD9>,670.04
O86.12,<ICD9>,670.10
O85,<ICD9>,670.20
O86.81,<ICD9>,670.30
O86.89,<ICD9>,670.80
O87.1,<ICD9>,671.40
O86.4,<ICD9>,672.00
O90.0,<ICD9>,674.10
O90.1,<ICD9>,674.20
O86.0,<ICD9>,674.30
O90.89,<ICD9>,674.40
O90.89,<ICD9>,674.42
O90.3,<ICD9>,674.50
O90.3,<ICD9>,674.51
O90.3,<ICD9>,674.53
O90.89,<ICD9>,674.80
O90.9,<ICD9>,674.90
O91.23,<ICD9>,675.80
O91.23,<ICD9>,675.81
O91.23,<ICD9>,675.83
O91.23,<ICD9>,675.90
O91.23,<ICD9>,675.91
O91.23,<ICD9>,675.92
O91.23,<ICD9>,675.93
O91.23,<ICD9>,675.94
O92.29,<ICD9>,676.20
O92.29,<ICD9>,676.21
O92.29,<ICD9>,676.23
O92.29,<ICD9>,676.24
O92.20,<ICD9>,676.30
O92.20,<ICD9>,676.31
O92.20,<ICD9>,676.33
O92.3,<ICD9>,676.40
O92.3,<ICD9>,676.41
O92.3,<ICD9>,676.43
O92.5,<ICD9>,676.50
O92.5,<ICD9>,676.51
O92.5,<ICD9>,676.53
O92.6,<ICD9>,676.60
O92.6,<ICD9>,676.61
O92.6,<ICD9>,676.63
O92.79,<ICD9>,676.80
O92.79,<ICD9>,676.81
O92.79,<ICD9>,676.83
O92.70,<ICD9>,676.90
O92.70,<ICD9>,676.91
O92.70,<ICD9>,676.93
O26.899,<ICD9>,679.00
O75.89,<ICD9>,679.01
O75.89,<ICD9>,679.02
L44.9,<ICD9>,697.9
M35.2,<ICD9>,711.21
M35.2,<ICD9>,711.22
M35.2,<ICD9>,711.23
M35.2,<ICD9>,711.24
M35.2,<ICD9>,711.25
M35.2,<ICD9>,711.26
M35.2,<ICD9>,711.27
M35.2,<ICD9>,711.28
M35.2,<ICD9>,711.29
M01.X0,<ICD9>,711.90
M01.X19,<ICD9>,711.91
M01.X29,<ICD9>,711.92
M01.X39,<ICD9>,711.93
M01.X49,<ICD9>,711.94
M01.X59,<ICD9>,711.95
M01.X69,<ICD9>,711.96
M01.X79,<ICD9>,711.97
M01.X8,<ICD9>,711.98
M01.X9,<ICD9>,711.99
M11.80,<ICD9>,712.10
M11.819,<ICD9>,712.11
M11.829,<ICD9>,712.12
M11.839,<ICD9>,712.13
M11.849,<ICD9>,712.14
M11.859,<ICD9>,712.15
M11.869,<ICD9>,712.16
M11.879,<ICD9>,712.17
M11.88,<ICD9>,712.18
M11.89,<ICD9>,712.19
M11.80,<ICD9>,712.20
M11.819,<ICD9>,712.21
M11.829,<ICD9>,712.22
M11.839,<ICD9>,712.23
M11.849,<ICD9>,712.24
M11.859,<ICD9>,712.25
M11.869,<ICD9>,712.26
M11.879,<ICD9>,712.27
M11.88,<ICD9>,712.28
M11.89,<ICD9>,712.29
M11.89,<ICD9>,712.99
M14.80,<ICD9>,713.0
M12.80,<ICD9>,713.3
M12.80,<ICD9>,713.4
M08.3,<ICD9>,714.31
M08.40,<ICD9>,714.33
M19.91,<ICD9>,715.18
M19.90,<ICD9>,715.31
M19.90,<ICD9>,715.32
M19.90,<ICD9>,715.33
M19.90,<ICD9>,715.37
M19.90,<ICD9>,715.38
M19.90,<ICD9>,715.91
M19.90,<ICD9>,715.92
M19.90,<ICD9>,715.93
M19.90,<ICD9>,715.97
M19.90,<ICD9>,715.98
M13.80,<ICD9>,716.30
M13.819,<ICD9>,716.31
M13.829,<ICD9>,716.32
M13.839,<ICD9>,716.33
M13.849,<ICD9>,716.34
M13.859,<ICD9>,716.35
M13.869,<ICD9>,716.36
M13.879,<ICD9>,716.37
M13.88,<ICD9>,716.38
M13.89,<ICD9>,716.39
M13.0,<ICD9>,716.51
M13.0,<ICD9>,716.52
M13.0,<ICD9>,716.53
M13.0,<ICD9>,716.54
M13.0,<ICD9>,716.55
M13.0,<ICD9>,716.56
M13.0,<ICD9>,716.57
M13.0,<ICD9>,716.58
M13.0,<ICD9>,716.59
M12.9,<ICD9>,716.91
M12.9,<ICD9>,716.92
M12.9,<ICD9>,716.93
M12.9,<ICD9>,716.94
M12.9,<ICD9>,716.95
M12.9,<ICD9>,716.96
M12.9,<ICD9>,716.97
M12.9,<ICD9>,716.98
M12.9,<ICD9>,716.99
M23.205,<ICD9>,717.0
M23.202,<ICD9>,717.41
M23.50,<ICD9>,717.81
M23.50,<ICD9>,717.82
M23.50,<ICD9>,717.83
M23.50,<ICD9>,717.84
M24.10,<ICD9>,718.08
M24.10,<ICD9>,718.09
M24.00,<ICD9>,718.19
M43.5X9,<ICD9>,718.39
M24.60,<ICD9>,718.58
M24.60,<ICD9>,718.59
M24.80,<ICD9>,718.70
M24.80,<ICD9>,718.76
M24.80,<ICD9>,718.78
M24.80,<ICD9>,718.79
M24.80,<ICD9>,718.89
M24.9,<ICD9>,718.91
M24.9,<ICD9>,718.92
M24.9,<ICD9>,718.93
M24.9,<ICD9>,718.94
M24.9,<ICD9>,718.95
M24.9,<ICD9>,718.97
M24.9,<ICD9>,718.98
M24.9,<ICD9>,718.99
M25.40,<ICD9>,719.09
M25.00,<ICD9>,719.19
M25.50,<ICD9>,719.48
M25.50,<ICD9>,719.49
M25.60,<ICD9>,719.58
M25.60,<ICD9>,719.59
R29.898,<ICD9>,719.60
R29.898,<ICD9>,719.61
R29.898,<ICD9>,719.62
R29.898,<ICD9>,719.63
R29.898,<ICD9>,719.64
R29.898,<ICD9>,719.66
R29.898,<ICD9>,719.67
R29.898,<ICD9>,719.68
R29.898,<ICD9>,719.69
M25.10,<ICD9>,719.89
M25.9,<ICD9>,719.91
M25.9,<ICD9>,719.92
M25.9,<ICD9>,719.93
M25.9,<ICD9>,719.94
M25.9,<ICD9>,719.95
M25.9,<ICD9>,719.96
M25.9,<ICD9>,719.97
M25.9,<ICD9>,719.98
M25.9,<ICD9>,719.99
M51.9,<ICD9>,722.2
M51.9,<ICD9>,722.30
M51.9,<ICD9>,722.39
M51.34,<ICD9>,722.6
M51.9,<ICD9>,722.70
M67.88,<ICD9>,723.7
M53.82,<ICD9>,723.9
M48.06,<ICD9>,724.03
M76.899,<ICD9>,726.61
M76.899,<ICD9>,726.63
D48.1,<ICD9>,727.02
M61.40,<ICD9>,728.13
M79.3,<ICD9>,729.39
M70.98,<ICD9>,729.91
M86.9,<ICD9>,730.21
M86.9,<ICD9>,730.22
M86.9,<ICD9>,730.23
M86.9,<ICD9>,730.24
M86.9,<ICD9>,730.25
M86.9,<ICD9>,730.26
M86.9,<ICD9>,730.27
M86.9,<ICD9>,730.29
M86.9,<ICD9>,730.31
M86.9,<ICD9>,730.32
M86.9,<ICD9>,730.33
M86.9,<ICD9>,730.34
M86.9,<ICD9>,730.35
M86.9,<ICD9>,730.36
M86.9,<ICD9>,730.37
M86.9,<ICD9>,730.38
M86.9,<ICD9>,730.39
M90.80,<ICD9>,730.80
M86.9,<ICD9>,730.91
M86.9,<ICD9>,730.92
M86.9,<ICD9>,730.93
M86.9,<ICD9>,730.94
M86.9,<ICD9>,730.95
M86.9,<ICD9>,730.96
M86.9,<ICD9>,730.97
M86.9,<ICD9>,730.99
M85.60,<ICD9>,733.20
M20.40,<ICD9>,735.3
M20.5X9,<ICD9>,735.5
M21.839,<ICD9>,736.03
M21.839,<ICD9>,736.04
M21.869,<ICD9>,736.5
M21.6X9,<ICD9>,736.72
M21.6X9,<ICD9>,736.73
M21.6X9,<ICD9>,736.75
M21.6X9,<ICD9>,736.76
