index,condition_concept_id
S62.255A,45578847
S62.242A,45593429
M21.242,45557825
S44.41XA,45607424
T47.2X1A,45575345
S14.111A,45602196
H44.749,45547908
S92.501B,45555614
I75.81,45552847
M24.477,45572411
T36.1X5S,45546299
S63.025A,45535615
H74.01,45581743
H10.229,45571883
T20.119A,45565308
P07.14,45601919
O36.5912,45553530
S92.255S,45545989
S27.818A,45544461
S56.301D,45593282
S56.498D,45564185
S56.496D,45549859
S56.494D,45559353
S56.491D,45545037
C81.20,45590929
A06.89,45585896
I69.852,45567200
H15.843,45576670
C81.30,45576347
I82.713,45548083
S72.045S,45593675
A50.7,45532840
I82.439,45533509
K13.6,45552915
M26.73,45601430
S93.302D,45546035
M60.005,1420221
H21.1X3,45533271
S62.141A,45545157
S92.312B,45550799
M24.642,45582106
S67.197S,45564545
R40.2144,45534446
O03.80,45548688
S35.512A,45554179
S82.832P,45598885
S82.112P,45584198
S43.032D,45573628
A15.4,45552155
T87.31,45609399
Q80.0,45572993
S97.111A,45584636
S92.424D,45589423
T23.241D,45594453
O03.37,45596899
O03.0,45596896
T52.8X1A,45565703
T22.211S,45594417
K08.429,45557643
M00.871,45577081
M1A.0491,45586896
S21.301A,45573255
H10.223,45557323
O32.9XX9,45582488
F98.21,45542873
T31.55,45608946
T83.490S,45609351
S61.250D,45569116
C84.74,45547545
M21.529,45582087
S72.91XG,45588943
O28.1,45601790
Y93.39,45605084
H10.501,45566959
S15.109A,45553941
S72.392A,45574430
S89.132A,45608582
S89.122A,45608580
S92.134A,45555572
D00.01,45552318
P92.1,35210671
T71.194A,45580365
D31.22,45600590
O99.834,45558351
M61.521,45553221
S73.006D,45555148
C83.01,45561850
T83.32XD,45546717
A30.1,45600405
I66.03,45533466
L03.91,45562530
C46.4,45566592
B02.0,45542547
S42.471D,45568703
M89.00,45592067
S71.109D,45598490
Q17.0,45534365
S62.603B,45540400
H30.892,45552652
H30.102,45591307
S61.002D,45540283
S72.331E,45559803
S72.391E,45588893
S72.351B,45588881
H40.1312,45600919
T21.37XA,45555750
S24.152A,45587773
I97.121,45557611
O33.6XX0,45592228
B68.0,45537773
M99.52,45592117
S93.492S,45603951
S82.401K,45536085
M22.01,45533784
O99.814,1424313
S76.092A,45564759
M92.71,45587216
A56.01,45600427
K08.401,45538500
V54,45756613
S52.502K,45544958
S52.592K,45544977
K61.4,45572220
C75.4,45552280
M90.521,45548617
M90.562,45543820
M90.561,45567795
P01.3,35210407
O36.0921,45543971
M85.512,45558067
A52.74,45537733
A51.2,45590819
H50.311,45576786
T36.0X1A,45565477
S22.070S,45602259
T36.8X5D,45608980
C82.34,45532947
Z85.48,45547354
P50.9,35210556
S63.206A,45545273
T49.6X5A,45556065
S76.319S,45535934
O30.099,45543941
S05.00XS,45573109
S52.292S,45578544
O40.1XX3,45572839
Q30.2,45568060
Q20.6,45577725
S00.11XD,45606836
S61.202D,45574024
M19.119,45553098
G21.8,45571789
P07.21,45597066
P07.03,45572926
S80.00XD,45550388
F12.980,45581417
H69.01,45567133
S99.919A,45550898
S97.82XS,45584637
M87.311,45577460
T63.691A,45536961
T74.31XS,45585196
H50.131,45547927
Z56.3,45595529
Z28.01,45566413
S72.351F,45608185
S52.551P,45607633
S60.571A,45578748
C81.73,45600538
M50.83,45601472
S92.353A,45603913
S82.261S,45574631
S67.22XS,45540549
S62.395D,45593472
S62.393D,45540384
S62.335B,45578868
S62.333B,45583731
W18.09XA,45561400
H02.001,45581530
S21.002D,45534677
L24.7,45601216
H74.02,45538346
Z41.3,35225128
Q52.10,45606742
T44.6X4A,45570460
S72.90XD,45545561
S31.32XA,45563630
S63.658D,45545321
L10.81,45591627
M84.375G,45538895
M26.81,45543563
S36.09XD,45568572
S82.61XS,45589173
S91.219A,45555535
S83.401A,45565026
S32.810S,45558879
H50.021,45557456
H11.241,45586372
S92.406A,45589420
S92.115S,45584531
T25.021D,45575156
S43.031D,45607406
A67.2,45585930
S73.004S,45555147
T78.05XD,45551445
S63.145A,45559583
O14.22,45572763
B53.8,45590859
N00.0,45534114
O43.019,45577640
S50.871A,45544807
S86.921A,45569913
S85.811A,45584426
S93.332S,45584603
T22.252D,45575086
S60.415A,45598159
S41.021A,45568617
T22.299D,45550967
T24.011D,45541376
A17.0,45605192
M48.13,45591856
S14.112A,45553930
S68.521A,45593632
S82.122A,45555272
S62.636B,45554834
S63.276A,45598359
S68.126A,45550181
M24.276,45591790
R82.91,45563324
M25.012,45538735
O98.23,45606665
T37.2X5A,45570358
O24.434,45582461
S42.309B,45559010
Y93.G9,45556805
M60.821,45557911
M00.071,45581987
Y93.6A,45561604
H20.031,45562190
S06.369S,45553852
S06.350S,45539457
Q35.3,45553677
H10.012,45591244
V91.89XA,45566135
S02.63XB,45558558
S61.439A,45545137
S01.451A,45544207
S43.024D,45559055
S70.02XS,45588762
M92.72,45548628
S89.121D,45545904
M87.350,45558088
S42.421A,45583258
P07.36,45587412
H93.231,45547997
Q53.11,45572969
Z37.4,45542423
S13.5XXA,45568308
S42.001B,45592889
M84.411A,45567694
I82.1,45586633
E80.3,45571691
C81.74,45566627
H02.104,45591221
T22.20XS,45546149
T23.321D,45546193
B44.7,45585960
S42.473B,45563871
I70.643,45533493
P93.0,45587432
S92.345A,45594256
S92.225A,45550787
H21.301,1412719
S51.012D,45588176
S46.312D,45597825
P01.0,35210404
S00.87XA,45558516
A18.7,45552162
N01.9,45572692
S32.89XG,45578211
T84.318D,45594947
E30.8,45533030
Q64.12,45539289
Q52.79,45606745
O60.20X0,45601876
S62.624A,45588607
H40.31X2,45581670
H16.301,45571904
T25.312A,45608924
O08.2,35209542
M1A.30X1,45577179
M10.051,45601306
F50.02,45605500
H70.819,45581736
S82.101K,45564846
S86.212A,45608557
H53.482,45600966
Q72.12,45606766
T47.2X5A,45551254
H26.061,45552641
O26.713,45548723
S83.31XA,45569867
E09.42,45542733
S63.095S,45554855
O36.8922,45543990
N06.0,45606480
S72.8X1S,45598645
O10.419,45548699
M24.876,45538733
M23.022,45572397
K00.8,45591567
F94.1,45605521
S41.152D,45544653
H83.8X9,45576848
H83.8X3,45567149
M71.522,45601529
S25.512A,45554021
S31.21XD,45602336
S92.522A,45599110
S92.044A,45574870
S92.044G,45608644
S12.400B,45592580
Z69.021,45590752
O40.2XX9,45539170
O31.01X0,45539129
H16.202,45596026
S62.331G,45554800
I69.81,45567199
L02.222,45586752
S33.4XXD,45534864
O66.2,45563167
C63.11,45561822
V48.4XXA,45551683
S83.90XD,45555452
F30.4,45557200
S31.635A,45597522
S82.125A,45564864
T23.331S,45599274
S42.292G,45554293
S93.421D,45599127
H01.149,45581529
M48.40XD,45606231
T82.828A,45570721
S91.105D,45550724
S95.292A,45574977
M87.077,45538973
S05.22XD,45602085
I09.2,45586568
S60.452A,45535436
S91.214A,45584509
E71.50,45605425
M48.44XD,45596585
P08.21,45553631
O43.113,45534271
O43.112,1423547
O98.512,45539220
S96.822D,45546073
G70.1,45533165
S71.119A,45550198
B58.09,45571476
S36.128A,45558900
S68.115D,45550179
S61.219S,45540296
S96.112D,45608730
S92.025A,45574861
S92.025S,45569990
S96.112A,45574991
T22.011S,45575067
A17.9,45600399
K41.31,45581896
S86.211A,45541030
A85.2,45542541
T82.198D,45575559
S72.391S,45598612
S14.117S,45592593
S62.319S,45574122
S36.030D,45554187
S82.025S,45589036
S42.492K,45544742
L97.824,45586807
S42.422S,45607377
R70.1,45539356
A54.42,45547418
T80.89XD,45599737
S68.612A,45598466
S00.80XA,45558513
M92.41,45577487
Q87.5,45601992
Z22.59,45571332
C83.72,45605308
Y93.52,45547274
V80.11XA,45595144
S83.011D,45594071
S42.342A,45544709
J20.1,35207958
L20.83,45572263
Q35.7,45548895
P07.32,45606688
P07.16,45577688
P07.26,45539233
Q79.2,45606774
M93.821,45606458
M1A.2790,45533759
S53.102D,45545000
M12.261,45543471
L76.02,45577052
E24.2,35206917
S72.051E,45608119
S72.091B,45550226
S31.814A,45597529
R94.118,45539371
X93.XXXA,45576008
M71.811,45596676
P78.81,45539251
T43.8X2A,45556000
O43.813,45572858
T30.4,45584815
T23.191A,45555798
T23.192A,45546186
T22.192A,45604071
T22.191A,45594416
H16.263,45542978
C81.27,45605294
C81.25,45537848
E50.1,35206973
S82.201M,45545706
S82.201J,45589096
S82.91XG,45545832
S82.201N,45550473
S82.401N,45540908
S82.451K,45564955
C81.49,45590931
S56.811A,45535388
A80.0,45581132
S32.17XA,45602364
P22.0,45544055
Z38.01,45605122
P61.2,35210601
P07.24,45548861
P61.5,45553644
P36.9,45563222
P61.0,45601943
P74.1,45577711
H35.129,45533305
P26.1,35210504
P59.0,45597088
M84.341D,45533968
H52.533,45596131
T42.6X4A,45555977
S00.251A,45592450
M23.342,45567505
T24.319D,45565410
M66.10,45606282
V49.3XXA,45542016
C94.41,45552316
M13.869,45533737
M00.869,45572315
M48.44XA,45577274
M84.433A,45567698
S63.011A,45574182
M94.231,45601699
Z96.29,45547378
S37.001S,45534917
O41.1090,45553546
O98.411,45592306
K08.403,45605917
N98.1,45572739
T84.049D,45570744
D28.1,45566677
H35.139,45533306
P52.22,45544066
P37.5,45553642
Z38.30,45566425
O36.61X1,45553532
S22.20XB,45558732
A17.81,45547394
D30.4,45581297
S82.222E,45569733
S86.892D,45574783
M61.49,42618013
H35.149,45547867
P81.0,45544071
P28.4,45592332
S25.20XA,45587784
S72.499B,45540732
S44.12XD,45602593
S44.12XA,45554360
P25.0,45606700
S63.599S,45598383
C82.05,45557024
H40.1431,45571973
X71.8XXS,45595332
M48.19,42617692
I63.032,45562363
H47.639,45586493
S82.291S,45603641
D64.1,35206752
Q70.00,45568078
Y99.9,45595475
A18.17,45571417
P52.1,35210561
P83.30,45592349
P55.1,35210579
S82.90XB,45608501
O31.12X2,45592218
O31.12X3,45553498
S82.55XG,45584328
Q00.1,45534361
H49.819,45596122
S82.131D,45593936
B50.0,45537767
M22.3X1,45586919
A54.03,45585924
S82.169A,45540857
T49.0X6A,45599550
S31.159A,45602334
S06.893S,45553869
S06.893D,45577921
P19.1,45601928
P83.5,45539252
Q14.0,45587440
M18.2,45582058
S04.40XA,45606890
O36.93X0,45553538
T34.532D,45565473
S62.646B,45583778
G43.601,45547733
Y28.9XXA,45556706
H50.42,45596127
S31.33XA,45539683
Z00.111,45537612
C81.38,45581231
C81.41,45557021
O31.10X0,45577582
P38.9,45534348
K38.0,45605935
S68.129S,45554975
L97.111,45591661
E70.9,45605421
P70.4,35210612
P92.09,45553654
P03.4,35210426
P08.0,35210440
P03.6,35210428
P96.83,45539257
A91,45566527
S42.345A,45534996
S49.102D,45578427
S42.342S,45588047
S42.362A,45549526
T63.444D,45585146
Z00.110,45585792
C93.Z0,45605334
P07.10,45534333
P07.17,45544051
P07.34,45587411
P70.0,45534354
P00.0,35210395
Z38.00,45552080
P07.15,45563210
P12.0,35210456
P02.29,45548857
P05.05,45558358
P19.9,45553637
R68.11,45573037
S42.391D,45583255
S42.361D,45549525
T33.821A,45604193
T33.822A,45560643
T33.539A,45570339
T33.822D,45580039
S63.614A,45583832
W34.010A,45590475
P03.1,35210423
P28.2,45601932
P28.9,45563218
V81.5XXA,45537300
P59.9,45592337
T23.291D,45608850
T23.092D,45575108
S44.92XA,45573651
S32.452S,45539718
P03.3,35210425
T36.6X1A,45541461
S73.005D,45603478
S92.131S,45545972
F34.9,45600741
S01.551S,45544210
P04.49,45548859
D64.3,35206754
C92.92,45571573
V93.38XA,45575871
S48.911S,45573685
S48.912S,45549626
C92.31,45552314
C93.31,45552315
M89.661,45558100
T25.329D,45570303
H30.112,45562218
P55.0,35210578
T25.032A,45579992
S51.011S,45588175
C83.75,45600551
L67.8,45586776
S60.420A,45554683
M60.862,45553212
M11.89,42616922
O43.891,45572859
T38.7X5D,45565505
K08.51,45552912
A15.8,45585898
T21.10XA,45608793
P22.1,45592328
S27.321S,45582993
W13.9XXA,45595232
P00.2,35210397
S42.035K,45544657
A37.10,45600410
S92.301K,45589403
S92.354K,45584572
S92.354G,45541162
B46.0,45581169
S55.111D,45583537
O45.90,45539184
G65.0,45576604
S32.022D,45597535
O40.2XX1,45606612
O87.8,45558337
O09.71,45543911
H30.023,45605657
S14.111D,45597373
C82.49,45600543
H53.423,45586513
Z72.810,45581064
S92.202A,45560321
S70.02XD,45574308
S72.21XB,45603393
S85.509A,45598942
S72.8X1B,45588940
S72.001F,45535746
T50.8X5D,45536853
P52.0,35210560
P84,45601947
P78.0,45597094
P07.01,45534332
P13.4,45577693
P07.00,45568018
P24.00,45597071
P05.08,45592324
V48.9XXA,45609519
V00.111A,45594983
M85.471,45553353
S82.54XB,45603700
T23.001D,45560529
T22.011D,45594408
S64.01XS,45540496
S62.133B,45603038
S64.00XS,45593569
S63.391A,45607975
S63.511D,45569312
V09.3XXA,45561136
S72.90XB,45593812
P83.8,35210658
S53.095A,45544999
V87.9XXA,45571021
S52.122E,45535160
L89.013,45548212
L89.011,45586785
T50.6X1A,45541640
S33.30XA,45558880
V82.8XXA,45556500
P29.11,45568024
S30.824A,45549282
P29.12,45558369
S71.131D,45583933
S71.132S,45593653
S71.131S,45564579
H59.032,45600973
S42.021G,45578292
K95.01,45605967
S62.656D,45550065
S62.656A,45588626
S32.10XS,45592765
S32.452D,45578188
K94.33,45577009
S42.202P,45588019
Z38.1,45590718
P15.0,45534337
H73.812,45601004
H66.12,45562309
S52.042S,45540027
H10.30,45533217
Y93.62,45542387
W64.XXXA,45542239
M84.351A,45558011
A52.01,45542532
O40.3XX2,45577629
O69.81X1,45592284
O31.8X31,45534216
O31.8X32,45543951
O32.2XX2,45558244
Z38.31,45609930
Y93.21,45537604
H04.9,45571876
J15.3,45543258
P74.0,45563227
P90,45539253
P28.5,45587419
S05.42XD,45573112
O30.812,45577579
O36.5913,45572824
A23.9,45537717
S64.8X2D,45598397
S52.91XF,45564148
S52.391C,45588311
S52.251C,45602729
S66.129A,45559661
S15.111A,45558676
S52.392E,45559265
S52.92XB,45573885
W86.0XXA,45566235
S83.203A,45579530
H46.12,45600944
Q50.6,45544089
P05.07,45534330
T57.0X2A,45560905
S52.601E,45578623
S52.501C,45602801
S52.601C,45607645
O34.513,45572806
H44.011,45543055
S62.523D,45588584
N82.5,45558173
H15.032,45566968
T83.718A,45565856
S62.366A,45583747
S59.002A,45607733
T80.39XA,45590044
A50.2,45590817
S01.111S,45549014
T58.12XA,45570592
M94.221,45558121
M93.221,45592102
M1A.40X0,45606145
H05.312,45581564
A18.13,45552158
T83.420A,45594925
E24.8,35206920
M05.771,45596438
S93.122D,45599121
S23.101A,45553997
H05.122,45571877
H05.111,45557311
H05.121,45533207
M61.531,45553222
Q40.8,45548901
S04.42XD,45577879
S01.511S,45587567
S32.009S,45539693
P80.8,45572939
H18.339,45596034
S63.236A,45583812
M00.852,45601266
M11.852,45553079
T49.1X5A,45585026
M08.88,45553061
S06.9X4D,45582841
S32.16XD,45568509
S34.4XXD,45573429
S92.013P,45584515
S92.002K,45603843
S92.001K,45550741
P00.7,35210402
F94.2,45538092
P03.811,45572923
A66.6,45547427
S42.291K,45549515
S42.251P,45578321
P55.8,35210580
B66.3,45561761
T43.621D,45599483
S12.491A,45597352
Q40.0,45548900
Z76.81,45542458
M89.28,45577472
H40.159,45567055
M80.021A,45601551
S90.935D,45579641
T24.011S,45536585
H73.001,1413445
H65.05,45605734
E74.04,45566757
S52.532E,45554562
H70.019,45538339
A79.0,45552198
H20.039,45605637
O22.90,45606542
T21.65XA,45560482
T22.611A,45560514
T32.10,45594549
T21.74XA,45599224
S66.092A,45540522
S65.492A,45579017
S66.292A,45603255
M46.89,42617615
S22.062A,45607064
O60.13X2,45534286
O60.13X1,45534285
O43.022,45587360
O30.012,45592209
O36.62X2,45592240
O41.8X20,45558301
Z52.813,45581045
C81.21,45552291
M24.329,45591792
A03.1,45542511
S24.154D,45597463
P01.9,35210413
S68.119S,45550180
Q84.8,45568094
M84.575A,45548553
D3A.010,45581310
A23.8,45561693
S40.259A,45539811
M84.462D,45558029
M84.462G,45558030
M84.562A,45534002
M84.562D,45562906
I23.8,45533437
Z73.819,45571386
P10.0,35210442
P71.0,35210615
T23.212S,45604103
F16.221,45533081
S43.202D,45563889
B60.0,45605244
S92.011S,45579660
T84.191A,45565869
S06.0X2A,45563394
S30.23XA,45554048
S30.23XD,45539655
S85.092A,45536209
N15.8,45567826
P24.11,45592329
P52.21,45597082
P76.1,45548875
C63.00,45532921
M26.74,45606209
Q34.1,45587455
H04.619,45562144
S92.313A,45608676
P37.4,45601938
D01.40,45566655
S63.256D,45550090
M87.19,42619043
T48.295A,45580209
S62.113D,45598216
M43.4,45606222
S33.4XXA,45597590
M06.372,45548269
M48.58XD,45562741
T20.311A,45579858
C10.0,45532892
S46.011S,45602611
M25.339,45572423
B65.0,45581179
N41.8,45577527
M26.53,45591817
S42.211G,45539853
S42.201K,45592915
P02.7,35210419
P54.5,35210574
Z62.822,45605140
P54.3,35210572
P91.8,45539256
Q71.60,45577749
H46.3,45557442
O43.232,45563148
O43.229,45606630
A06.4,45542512
R40.2344,45568130
S92.051D,45565155
S92.041D,45550753
T41.45XD,45604272
T36.95XD,45584855
H50.112,45591386
M12.262,45538669
G70.81,45562103
P03.82,45592323
O36.62X1,45577613
T82.310A,45580409
N35.028,45572705
S37.39XD,45587960
S37.32XA,45587959
S37.32XD,45592859
R78.79,45553746
A18.52,45561687
S51.852D,45597873
C88.2,45532957
H05.029,45538188
H02.232,45547783
B65.1,45595623
S31.602A,45563638
H83.8X2,45567148
S06.890S,45563429
P77.9,45606713
S76.119S,45555178
S46.392A,45573674
T40.7X4A,45589758
O36.5922,45582516
H35.343,45552674
M85.839,45572639
S62.645A,45569241
N81.83,45553456
T33.09XA,45575189
C86.1,45605328
Z18.01,45547291
M71.861,45567647
C82.50,45600544
O34.523,45587320
O34.93,45563105
O71.03,45558328
P03.5,35210427
T84.60XD,45585299
M65.339,45601506
A42.2,45585912
S06.2X7A,45553836
F11.921,45566786
H04.331,45566942
S05.72XD,45602091
H05.412,45566953
H05.332,45562153
S01.102S,45544191
H02.412,45547784
S12.112K,45539506
S63.071A,45593520
B67.5,45595624
S62.309S,45583717
S23.29XS,45539622
P02.5,35210418
S64.10XA,45550124
H72.10,45557510
H83.3X2,45547992
T85.82XA,45575623
D57.811,45595766
R89.1,35211502
P03.0,35210422
F11.951,45605464
M96.820,45601707
S00.262A,45549001
B67.31,45537771
S91.202A,45608626
S63.034D,45569265
M60.061,45557906
M84.312D,45543710
S14.118A,45606998
S22.038K,45544417
P77.1,45534357
P28.10,45577699
P83.9,35210659
S32.601A,45558873
M84.376G,45582276
C83.56,45571556
C83.53,45586046
L76.12,45577053
R04.81,45558447
P92.5,45606716
C44.199,45585996
H30.041,45562216
H44.319,45538293
T56.94XS,45570582
T56.94XD,45599603
M12.28,45586875
S47.1XXS,45597832
H17.813,45538221
S84.01XA,45541002
S85.491A,45536218
S85.591A,45579559
S86.191A,45579568
S85.891A,45569891
E08.610,45542730
A42.1,45547408
S92.232G,45555581
E08.49,45595790
S66.801A,45574289
S62.109B,45559459
Z48.288,45590734
P08.22,45577691
P92.6,45563231
M02.359,45606036
S82.024A,45540816
C90.32,45571567
T84.127A,45580438
S24.153D,45573298
S90.229A,45550698
D82.3,45576421
T43.621S,45565580
P39.1,45582620
P05.06,45539232
M71.561,45553261
S62.123B,45564286
S82.424D,45550524
B46.5,45605238
S82.221K,45574608
S82.231K,45550483
M84.377D,45533980
S92.141K,45545974
S92.011K,45589357
M02.811,45562579
S45.811A,45568759
S51.021A,45607471
M00.042,45543413
T74.02XD,45546655
S62.155D,45564295
S62.151K,45569166
S62.151A,45607851
S62.152A,45554762
S62.151S,45603044
S11.13XA,45602155
S11.23XA,45534595
S42.301K,45568667
S42.322K,45544698
Z85.520,45590762
T51.2X2A,45560874
M50.81,45543608
T50.6X2A,45609141
S91.139A,45599012
S63.268A,45607968
N44.1,45596867
P02.1,35210415
S40.912A,45558961
S59.291A,45578709
S01.121D,45606853
A01.09,45571410
K04.3,45581875
S12.090B,45587658
Q72.10,45597151
Q71.20,45539295
M12.379,45548308
Z31.42,45552074
P19.0,45568022
S42.432K,45583260
S42.432D,45592971
M12.531,45572364
T84.210D,45551522
B96.23,45537781
S93.314D,45574953
S95.909S,45608727
S45.909S,45583313
S75.909S,45540757
S15.9XXS,45534653
S55.909S,45598077
S85.909S,45565054
S85.131D,45560164
S72.412S,45588899
F98.29,45586267
S60.444A,45569085
P61.1,35210600
S36.99XA,45578255
S31.103A,45597510
S31.643A,45573368
H50.43,45567091
Q68.6,45606759
M00.212,45553020
M86.222,45606417
S62.115D,45578805
S42.453B,45563860
H47.529,45533343
O91.211,45563188
S73.011A,45584087
T21.22XS,45536505
T21.30XA,45579868
T21.09XS,45604053
S22.079K,45587752
T46.3X6A,45589833
T25.012A,45541405
H40.31X4,45557428
H61.109,45567112
S63.649D,45559624
S82.431E,45536092
M94.351,45543835
S62.665S,45550070
H04.579,45571875
H04.139,45595989
S02.91XG,45568212
P24.01,45577697
P29.3,45597075
S46.292A,45578403
Q65.9,45606756
A26.7,45532824
S52.109B,45554447
S22.040A,45592667
Z83.52,45576190
S57.81XS,45540229
S07.0XXS,45549098
S42.253B,45578323
S08.811A,45553871
S22.009K,45587742
S24.111D,45582972
S14.114D,45573200
S60.911A,45535455
S22.041D,45582942
S22.041A,45602256
D23.21,45566674
S62.183B,45598239
S62.345A,45598275
S62.345D,45603091
O30.021,45563078
T50.902D,45594736
T49.8X5A,45541623
Y35.811A,45571225
B96.21,45581194
B36.1,45571468
S42.491S,45583273
C4A.20,45537819
S01.95XA,45534518
S83.411S,45589246
H21.521,45591294
P04.41,45553629
T65.92XA,45560978
P54.8,35210576
D30.12,45552343
H40.153,45586455
H30.113,45543015
H30.119,45533287
H30.111,45562217
S04.30XD,45558567
T84.213D,45609364
S06.349A,45568247
S71.141D,45583934
P07.20,45582609
G43.411,45586289
R10.822,45597169
P09,45597067
T26.91XA,45560620
Q65.00,45597139
S06.0X6A,45582807
S60.572D,45554696
A03.3,45595572
T20.25XS,45546115
S54.32XS,45540186
N84.8,45558175
C69.51,45561825
T42.1X2A,45575259
S63.615A,45564456
S99.922S,45599167
D53.2,35206708
S56.011A,45554620
Q44.0,45568064
B39.2,45590853
D39.9,45605359
M01.X8,45562572
L97.102,45606018
S31.522A,45578150
S14.2XXD,45539535
B57.0,35205911
P13.0,45539236
Z22.0,45571330
M76.42,45562833
H05.823,45581569
Z57.6,45547329
S72.491G,45608234
S72.451D,45598632
M06.88,45567426
S72.451A,45584052
M60.003,45606248
S42.422B,45554320
O14.23,45563053
Q78.3,45592392
S32.10XK,45558830
M89.252,45558093
S92.201D,45589389
O26.612,45592202
S42.202K,45539850
S62.660B,45588629
P00.1,35210396
P39.2,45558372
S17.9XXA,45587699
P05.02,45577687
B66.9,45537770
S32.442S,45563678
S67.41XS,45569386
T86.31,45570777
T84.123A,45580437
Z18.09,45605110
H11.242,45571895
S72.423A,45559844
S72.425D,45608204
P24.9,35210497
Q06.2,45548882
T87.1X9,45561103
T36.0X5D,45546297
S31.603A,45578152
D76.2,35206795
P72.8,45563226
M80.072A,45601559
H92.21,45552766
H02.231,45538166
M08.471,45591711
T69.1XXS,45599694
M06.322,45553052
D59.8,35206738
S93.311A,45546038
T31.32,45560627
S56.002D,45598078
H80.81,45605757
S06.341D,45582818
P28.0,45606702
O71.02,45548831
H18.729,45600878
T54.94XA,45565713
Z16.341,45581012
S01.85XS,45553806
S62.661D,45545255
A74.89,45537742
T81.61XA,45594895
S35.402A,45568559
I67.3,45538402
S62.603K,45598299
S42.292B,45602533
S62.600P,45554819
T65.94XA,45594851
S41.022A,45549464
S42.442A,45588066
S21.342A,45539586
T84.63XD,45580453
S62.310K,45550013
S27.331D,45568438
S63.642S,45559623
O22.10,45587286
S82.151D,45550461
S76.292S,45545591
S59.812A,45583594
S66.329S,45564523
S32.391D,45578177
S32.509G,45587889
Z89.442,45600371
O04.7,45534156
S14.102A,45568311
T22.029A,45546139
S21.142A,45563535
T24.231S,45560576
T82.598D,45541833
M94.29,42619295
M87.39,42619063
M84.9,45596750
S63.409D,45569308
S62.391D,45574147
S15.121A,45573219
S06.387A,45563415
M11.212,45572356
B68.1,45537774
Q64.0,45534395
S78.111S,45588987
M92.42,45534088
S77.00XA,45593853
O88.82,45548837
O88.813,45563185
O98.113,45587394
Q69.2,45597145
S42.495D,45535027
S26.92XD,45554032
T23.222S,45541347
S82.822D,45598883
H47.092,45605704
P02.3,35210416
H30.002,45586430
S31.824D,45568488
S31.804A,45602345
B74.0,45556952
S86.392D,45594121
A30.0,45595580
S60.455A,45554687
P01.2,35210406
O29.111,45539115
L49.2,45591636
S53.002A,45549811
S36.522A,45573473
S54.22XA,45607685
S52.041K,45549663
S82.244A,45579417
M12.119,45543466
P05.03,45606685
T80.51XA,45585217
N35.112,45543868
P02.0,35210414
O74.2,35210347
S39.002A,45583185
M26.24,45591814
S34.121S,45554157
H05.212,45591240
D3A.093,45566687
H91.03,45605766
E05.11,45576427
S62.639G,45554835
S62.631G,45564373
P04.0,35210430
T82.392A,45609334
C94.02,45566650
C94.01,45571577
F44.1,45533109
S44.11XD,45578386
H73.92,45586545
H02.531,45542939
P50.0,35210549
M32.11,45601433
C83.04,45605305
T22.252A,45560498
M84.432A,45543730
Q71.40,45601978
H00.026,45586330
O99.845,45597057
I82.602,45581825
H16.402,45542980
S38.1XXD,45607287
M85.679,45596767
T84.098S,45551517
O26.33,45553487
K51.511,45586719
S92.214S,45570021
S04.20XA,45597271
S75.001S,45540746
S75.001D,45608253
C14.2,45561786
S67.10XS,45545384
S83.116A,45589229
H18.019,45566991
A20.7,35205474
M84.463K,45596721
O88.011,45577663
T45.0X4A,45570467
L63.8,45557708
P05.13,45601918
T45.0X5D,45599507
L89.512,45543395
S92.141S,45550771
Q55.9,45587466
S04.50XD,45549051
S04.50XS,45582795
C85.23,45590957
D01.2,45566654
S35.319A,45573442
C92.22,45547556
D35.5,45561909
P05.04,45563206
S01.84XS,45553805
L89.104,45543387
S63.219D,45588654
S01.01XS,45553782
M40.47,45567554
O36.1190,45596979
D81.4,35206812
H44.619,45567077
S00.82XA,45539394
Q62.12,45568068
S35.533A,45544587
O42.113,45558305
R85.611,45577818
T22.199A,45555764
S63.614D,45535652
O23.521,45592195
O24.811,45563060
H55.04,45586518
T31.40,45560628
T22.341S,45550970
T20.37XS,45541274
S42.123B,45597699
S02.600K,45606877
S83.409A,45555447
B58.3,45566558
Z38.69,45605124
P28.81,45577701
S65.209A,45569338
H02.733,45538173
M80.00XS,45567661
O98.112,45597047
M24.474,45562686
O45.8X9,45558314
O30.119,45587302
S37.63XA,45607284
N99.530,45567875
E83.49,45605434
Q96.8,35211239
H52.01,45600958
O74.6,35210351
P05.01,45568016
S66.120D,45588716
S65.510D,45608014
S64.40XS,45608001
S56.129S,45578669
H66.007,45538334
K00.5,45548132
P59.3,45587426
T63.301D,45536949
S23.3XXS,45573294
M84.521G,45572600
H04.111,45571866
R19.32,45553719
T76.12XS,45536997
T74.22XS,45609287
S92.131K,45594220
N98.8,45572741
M62.569,45543636
C83.52,45552303
S12.040A,45544304
S42.431B,45592970
H01.143,45595975
S00.532D,45606847
P03.2,35210424
Q42.8,45548905
T65.0X1A,45546626
S52.292B,45578543
S52.322B,45568891
S56.211A,45598090
O74.1,35210346
M23.302,45591782
S12.120K,45544307
S62.342A,45578871
O75.0,45577659
S62.622A,45603134
S32.591S,45568528
S32.122D,45607175
S34.4XXS,45554163
S93.422D,45579773
P03.810,45577684
O74.5,35210350
M96.69,45601706
M23.042,45606174
S22.49XK,45563568
S92.041B,45599037
S92.009S,45574852
P92.01,45606715
S62.310D,45564322
